Date,Open,High,Low,Close,Adj Close,Volume
2022-11-28,61.540001,61.540001,61.540001,61.540001,60.559795,0
2022-11-29,61.450001,61.450001,61.450001,61.450001,60.471230,0
2022-11-30,63.369999,63.369999,63.369999,63.369999,62.360649,0
2022-12-01,63.330002,63.330002,63.330002,63.330002,62.321289,0
2022-12-02,63.259998,63.259998,63.259998,63.259998,62.252399,0
2022-12-05,62.119999,62.119999,62.119999,62.119999,61.130558,0
2022-12-06,61.230000,61.230000,61.230000,61.230000,60.254734,0
2022-12-07,61.119999,61.119999,61.119999,61.119999,60.146484,0
2022-12-08,61.590000,61.590000,61.590000,61.590000,60.609001,0
2022-12-09,60.160000,60.160000,60.160000,60.160000,60.160000,0
2022-12-12,61.020000,61.020000,61.020000,61.020000,61.020000,0
2022-12-13,61.459999,61.459999,61.459999,61.459999,61.459999,0
2022-12-14,61.099998,61.099998,61.099998,61.099998,61.099998,0
2022-12-15,59.580002,59.580002,59.580002,59.580002,59.580002,0
2022-12-16,58.930000,58.930000,58.930000,58.930000,58.930000,0
2022-12-19,58.400002,58.400002,58.400002,58.400002,58.400002,0
2022-12-20,58.459999,58.459999,58.459999,58.459999,58.459999,0
2022-12-21,59.340000,59.340000,59.340000,59.340000,59.340000,0
2022-12-22,58.480000,58.480000,58.480000,58.480000,58.480000,0
2022-12-23,58.830002,58.830002,58.830002,58.830002,58.830002,0
2022-12-27,58.590000,58.590000,58.590000,58.590000,58.590000,0
2022-12-28,57.889999,57.889999,57.889999,57.889999,57.889999,0
2022-12-29,58.910000,58.910000,58.910000,58.910000,58.910000,0
2022-12-30,58.759998,58.759998,58.759998,58.759998,58.759998,0
2023-01-03,58.529999,58.529999,58.529999,58.529999,58.529999,0
2023-01-04,58.970001,58.970001,58.970001,58.970001,58.970001,0
2023-01-05,58.290001,58.290001,58.290001,58.290001,58.290001,0
2023-01-06,59.630001,59.630001,59.630001,59.630001,59.630001,0
2023-01-09,59.590000,59.590000,59.590000,59.590000,59.590000,0
2023-01-10,60.009998,60.009998,60.009998,60.009998,60.009998,0
2023-01-11,60.779999,60.779999,60.779999,60.779999,60.779999,0
2023-01-12,60.990002,60.990002,60.990002,60.990002,60.990002,0
2023-01-13,61.240002,61.240002,61.240002,61.240002,61.240002,0
2023-01-17,61.119999,61.119999,61.119999,61.119999,61.119999,0
2023-01-18,60.160000,60.160000,60.160000,60.160000,60.160000,0
2023-01-19,59.709999,59.709999,59.709999,59.709999,59.709999,0
2023-01-20,60.840000,60.840000,60.840000,60.840000,60.840000,0
2023-01-23,61.570000,61.570000,61.570000,61.570000,61.570000,0
2023-01-24,61.520000,61.520000,61.520000,61.520000,61.520000,0
2023-01-25,61.509998,61.509998,61.509998,61.509998,61.509998,0
2023-01-26,62.189999,62.189999,62.189999,62.189999,62.189999,0
2023-01-27,62.349998,62.349998,62.349998,62.349998,62.349998,0
2023-01-30,61.549999,61.549999,61.549999,61.549999,61.549999,0
2023-01-31,62.450001,62.450001,62.450001,62.450001,62.450001,0
2023-02-01,63.099998,63.099998,63.099998,63.099998,63.099998,0
2023-02-02,64.029999,64.029999,64.029999,64.029999,64.029999,0
2023-02-03,63.369999,63.369999,63.369999,63.369999,63.369999,0
2023-02-06,62.990002,62.990002,62.990002,62.990002,62.990002,0
2023-02-07,63.799999,63.799999,63.799999,63.799999,63.799999,0
2023-02-08,63.099998,63.099998,63.099998,63.099998,63.099998,0
2023-02-09,62.549999,62.549999,62.549999,62.549999,62.549999,0
2023-02-10,62.700001,62.700001,62.700001,62.700001,62.700001,0
2023-02-13,63.419998,63.419998,63.419998,63.419998,63.419998,0
2023-02-14,63.419998,63.419998,63.419998,63.419998,63.419998,0
2023-02-15,63.610001,63.610001,63.610001,63.610001,63.610001,0
2023-02-16,62.740002,62.740002,62.740002,62.740002,62.740002,0
2023-02-17,62.570000,62.570000,62.570000,62.570000,62.570000,0
2023-02-21,61.320000,61.320000,61.320000,61.320000,61.320000,0
2023-02-22,61.220001,61.220001,61.220001,61.220001,61.220001,0
2023-02-23,61.560001,61.560001,61.560001,61.560001,61.560001,0
2023-02-24,60.910000,60.910000,60.910000,60.910000,60.910000,0
2023-02-27,61.099998,61.099998,61.099998,61.099998,61.099998,0
2023-02-28,60.919998,60.919998,60.919998,60.919998,60.919998,0
2023-03-01,60.639999,60.639999,60.639999,60.639999,60.639999,0
2023-03-02,61.110001,61.110001,61.110001,61.110001,61.110001,0
2023-03-03,62.099998,62.099998,62.099998,62.099998,62.099998,0
2023-03-06,62.150002,62.150002,62.150002,62.150002,62.150002,0
2023-03-07,61.200001,61.200001,61.200001,61.200001,61.200001,0
2023-03-08,61.290001,61.290001,61.290001,61.290001,61.290001,0
2023-03-09,60.169998,60.169998,60.169998,60.169998,60.169998,0
2023-03-10,59.290001,59.290001,59.290001,59.290001,59.290001,0
2023-03-13,59.189999,59.189999,59.189999,59.189999,59.189999,0
2023-03-14,60.200001,60.200001,60.200001,60.200001,60.200001,0
2023-03-15,59.779999,59.779999,59.779999,59.779999,59.779999,0
2023-03-16,60.840000,60.840000,60.840000,60.840000,60.840000,0
2023-03-17,60.169998,60.169998,60.169998,60.169998,60.169998,0
2023-03-20,60.709999,60.709999,60.709999,60.709999,60.709999,0
2023-03-21,61.500000,61.500000,61.500000,61.500000,61.500000,0
2023-03-22,60.490002,60.490002,60.490002,60.490002,60.490002,0
2023-03-23,60.680000,60.680000,60.680000,60.680000,60.680000,0
2023-03-24,61.020000,61.020000,61.020000,61.020000,61.020000,0
2023-03-27,61.119999,61.119999,61.119999,61.119999,61.119999,0
2023-03-28,61.029999,61.029999,61.029999,61.029999,61.029999,0
2023-03-29,61.900002,61.900002,61.900002,61.900002,61.900002,0
2023-03-30,62.259998,62.259998,62.259998,62.259998,62.259998,0
2023-03-31,63.160000,63.160000,63.160000,63.160000,63.160000,0
2023-04-03,63.389999,63.389999,63.389999,63.389999,63.389999,0
2023-04-04,63.029999,63.029999,63.029999,63.029999,63.029999,0
2023-04-05,62.880001,62.880001,62.880001,62.880001,62.880001,0
2023-04-06,63.119999,63.119999,63.119999,63.119999,63.119999,0
2023-04-10,63.189999,63.189999,63.189999,63.189999,63.189999,0
2023-04-11,63.180000,63.180000,63.180000,63.180000,63.180000,0
2023-04-12,62.919998,62.919998,62.919998,62.919998,62.919998,0
2023-04-13,63.770000,63.770000,63.770000,63.770000,63.770000,0
2023-04-14,63.639999,63.639999,63.639999,63.639999,63.639999,0
2023-04-17,63.849998,63.849998,63.849998,63.849998,63.849998,0
2023-04-18,63.900002,63.900002,63.900002,63.900002,63.900002,0
2023-04-19,63.900002,63.900002,63.900002,63.900002,63.900002,0
2023-04-20,63.520000,63.520000,63.520000,63.520000,63.520000,0
2023-04-21,63.580002,63.580002,63.580002,63.580002,63.580002,0
2023-04-24,63.630001,63.630001,63.630001,63.630001,63.630001,0
2023-04-25,62.630001,62.630001,62.630001,62.630001,62.630001,0
2023-04-26,62.389999,62.389999,62.389999,62.389999,62.389999,0
2023-04-27,63.610001,63.610001,63.610001,63.610001,63.610001,0
2023-04-28,64.139999,64.139999,64.139999,64.139999,64.139999,0
2023-05-01,64.120003,64.120003,64.120003,64.120003,64.120003,0
2023-05-02,63.380001,63.380001,63.380001,63.380001,63.380001,0
2023-05-03,62.939999,62.939999,62.939999,62.939999,62.939999,0
2023-05-04,62.490002,62.490002,62.490002,62.490002,62.490002,0
2023-05-05,63.650002,63.650002,63.650002,63.650002,63.650002,0
2023-05-08,63.669998,63.669998,63.669998,63.669998,63.669998,0
2023-05-09,63.389999,63.389999,63.389999,63.389999,63.389999,0
2023-05-10,63.669998,63.669998,63.669998,63.669998,63.669998,0
2023-05-11,63.580002,63.580002,63.580002,63.580002,63.580002,0
2023-05-12,63.490002,63.490002,63.490002,63.490002,63.490002,0
2023-05-15,63.689999,63.689999,63.689999,63.689999,63.689999,0
2023-05-16,63.290001,63.290001,63.290001,63.290001,63.290001,0
2023-05-17,64.050003,64.050003,64.050003,64.050003,64.050003,0
2023-05-18,64.669998,64.669998,64.669998,64.669998,64.669998,0
2023-05-19,64.580002,64.580002,64.580002,64.580002,64.580002,0
2023-05-22,64.589996,64.589996,64.589996,64.589996,64.589996,0
2023-05-23,63.869999,63.869999,63.869999,63.869999,63.869999,0
2023-05-24,63.400002,63.400002,63.400002,63.400002,63.400002,0
2023-05-25,63.959999,63.959999,63.959999,63.959999,63.959999,0
2023-05-26,64.800003,64.800003,64.800003,64.800003,64.800003,0
2023-05-30,64.800003,64.800003,64.800003,64.800003,64.800003,0
2023-05-31,64.419998,64.419998,64.419998,64.419998,64.419998,0
2023-06-01,65.070000,65.070000,65.070000,65.070000,65.070000,0
2023-06-02,66.019997,66.019997,66.019997,66.019997,66.019997,0
2023-06-05,65.889999,65.889999,65.889999,65.889999,65.889999,0
2023-06-06,66.040001,66.040001,66.040001,66.040001,66.040001,0
2023-06-07,65.790001,65.790001,65.790001,65.790001,65.790001,0
2023-06-08,66.209999,66.209999,66.209999,66.209999,66.209999,0
2023-06-09,66.290001,66.290001,66.290001,66.290001,66.290001,0
2023-06-12,66.900002,66.900002,66.900002,66.900002,66.900002,0
2023-06-13,67.370003,67.370003,67.370003,67.370003,67.370003,0
2023-06-14,67.440002,67.440002,67.440002,67.440002,67.440002,0
2023-06-15,68.269997,68.269997,68.269997,68.269997,68.269997,0
2023-06-16,68.019997,68.019997,68.019997,68.019997,68.019997,0
2023-06-20,67.699997,67.699997,67.699997,67.699997,67.699997,0
2023-06-21,67.349998,67.349998,67.349998,67.349998,67.349998,0
2023-06-22,null,null,null,null,null,null
